Year,Month,Date,Calendar Date,P/E,P/B,DIV Yield,NAV,Week Day
2016,1,8,08/01/16,20.56,3.05,1.52,10116.45,6
2016,1,11,11/01/16,20.46,3.03,1.53,10066.57,2
2016,1,12,12/01/16,20.31,3.01,1.54,9995.25,3
2016,1,13,13/01/16,20.45,3.03,1.53,10064.62,4
2016,1,14,14/01/16,20.38,3.02,1.53,10030.53,5
2016,1,15,15/01/16,20.12,2.98,1.55,9898.80,6
2016,1,18,18/01/16,19.86,2.95,1.57,9783.26,2
2016,1,19,19/01/16,20.08,2.98,1.56,9895.18,3
2016,1,20,20/01/16,19.74,2.93,1.58,9727.77,4
2016,1,21,21/01/16,19.65,2.92,1.59,9685.29,5
2016,1,22,22/01/16,20.01,2.98,1.56,9879.13,6
2016,1,25,25/01/16,20.04,2.98,1.56,9898.28,2
2016,1,27,27/01/16,20.05,2.98,1.55,9901.35,4
2016,1,28,28/01/16,19.85,2.98,1.56,9883.94,5
2016,1,29,29/01/16,20.22,3.03,1.53,10068.86,6
2016,2,1,01/02/16,20.22,3.03,1.53,10058.69,2
2016,2,2,02/02/16,19.9,2.99,1.55,9925.98,3
2016,2,3,03/02/16,19.65,2.95,1.57,9801.62,4
2016,2,4,04/02/16,19.76,2.97,1.56,9857.82,5
2016,2,5,05/02/16,19.99,3,1.54,9972.05,6
2016,2,8,08/02/16,19.69,2.96,1.57,9836.41,2
2016,2,9,09/02/16,19.46,2.93,1.58,9717.87,3
2016,2,10,10/02/16,19.27,2.89,1.6,9607.98,4
2016,2,11,11/02/16,18.65,2.8,1.66,9289.29,5
2016,2,12,12/02/16,18.67,2.8,1.66,9295.41,6
2016,2,15,15/02/16,19.32,2.87,1.61,9537.74,2
2016,2,16,16/02/16,19.01,2.83,1.64,9385.36,3
2016,2,17,17/02/16,19.18,2.85,1.63,9465.52,4
2016,2,18,18/02/16,19.44,2.89,1.61,9576.46,5
2016,2,19,19/02/16,19.5,2.89,1.6,9601.77,6
2016,2,22,22/02/16,19.56,2.9,1.6,9633.83,2
2016,2,23,23/02/16,19.23,2.85,1.63,9467.41,3
2016,2,24,24/02/16,18.98,2.82,1.65,9346.39,4
2016,2,25,25/02/16,18.85,2.8,1.66,9282.38,5
2016,2,26,26/02/16,19.01,2.82,1.65,9361.10,6
2016,2,29,29/02/16,18.9,2.81,1.66,9304.26,2
2016,3,1,01/03/16,19.53,2.9,1.6,9617.51,3
2016,3,2,02/03/16,19.93,2.96,1.57,9812.68,4
2016,3,3,03/03/16,20.22,3,1.55,9955.10,5
2016,3,4,04/03/16,20.24,3.01,1.55,9968.09,6
2016,3,8,08/03/16,20.2,3,1.55,9967.99,3
2016,3,9,09/03/16,20.33,3.02,1.54,10029.96,4
2016,3,10,10/03/16,20.2,3,1.55,9969.15,5
2016,3,11,11/03/16,20.27,3.01,1.54,10001.18,6
2016,3,14,14/03/16,20.35,3.02,1.54,10048.89,2
2016,3,15,15/03/16,20.14,2.99,1.55,9944.76,3
2016,3,16,16/03/16,20.24,3,1.55,9997.90,4
2016,3,17,17/03/16,20.28,3.01,1.54,10021.13,5
2016,3,18,18/03/16,20.52,3.05,1.52,10143.60,6
2016,3,21,21/03/16,20.79,3.09,1.5,10278.30,2
2016,3,22,22/03/16,20.82,3.09,1.5,10292.77,3
2016,3,23,23/03/16,20.83,3.09,1.5,10294.93,4
2016,3,28,28/03/16,20.55,3.05,1.52,10159.66,2
2016,3,29,29/03/16,20.5,3.04,1.52,10135.49,3
2016,3,30,30/03/16,20.88,3.1,1.49,10321.20,4
2016,3,31,31/03/16,20.89,3.1,1.49,10325.50,5
2016,4,1,01/04/16,21.19,3.26,1.45,10291.69,6
2016,4,4,04/04/16,21.31,3.28,1.44,10352.69,2
2016,4,5,05/04/16,20.88,3.21,1.47,10145.10,3
2016,4,6,06/04/16,20.91,3.22,1.47,10159.98,4
2016,4,7,07/04/16,20.73,3.19,1.48,10069.36,5
2016,4,8,08/04/16,20.75,3.19,1.48,10081.01,6
2016,4,11,11/04/16,21.07,3.24,1.45,10236.11,2
2016,4,12,12/04/16,21.17,3.26,1.45,10286.18,3
2016,4,13,13/04/16,21.56,3.32,1.42,10475.02,4
2016,4,18,18/04/16,21.68,3.34,1.41,10560.74,2
2016,4,20,20/04/16,21.59,3.34,1.41,10560.79,4
2016,4,21,21/04/16,21.59,3.34,1.41,10557.22,5
2016,4,22,22/04/16,21.55,3.29,1.36,10540.19,6
2016,4,25,25/04/16,21.4,3.27,1.37,10481.12,2
2016,4,26,26/04/16,21.6,3.32,1.35,10624.72,3
2016,4,27,27/04/16,21.66,3.33,1.35,10647.74,4
2016,4,28,28/04/16,21.3,3.27,1.37,10470.71,5
2016,4,29,29/04/16,21.24,3.27,1.37,10474.15,6
2016,5,2,02/05/16,21.25,3.25,1.38,10415.52,2
2016,5,3,03/05/16,21.08,3.23,1.39,10336.97,3
2016,5,4,04/05/16,20.88,3.21,1.39,10283.01,4
2016,5,5,05/05/16,20.96,3.22,1.39,10322.82,5
2016,5,6,06/05/16,20.91,3.22,1.39,10320.12,6
2016,5,9,09/05/16,21.24,3.28,1.37,10497.09,2
2016,5,10,10/05/16,21.3,3.29,1.36,10526.11,3
2016,5,11,11/05/16,21.19,3.27,1.37,10474.10,4
2016,5,12,12/05/16,21.33,3.29,1.36,10542.93,5
2016,5,13,13/05/16,21.1,3.26,1.38,10428.78,6
2016,5,16,16/05/16,21.54,3.28,1.37,10489.97,2
2016,5,17,17/05/16,21.62,3.29,1.36,10530.03,3
2016,5,18,18/05/16,21.57,3.28,1.37,10502.51,4
2016,5,19,19/05/16,21.33,3.24,1.38,10386.75,5
2016,5,20,20/05/16,21.19,3.22,1.39,10341.79,6
2016,5,23,23/05/16,21.13,3.22,1.39,10316.91,2
2016,5,24,24/05/16,21.16,3.22,1.39,10340.65,3
2016,5,25,25/05/16,22.07,3.3,1.36,10588.92,4
2016,5,26,26/05/16,22.39,3.36,1.33,10768.78,5
2016,5,27,27/05/16,22.66,3.4,1.32,10884.88,6
2016,5,30,30/05/16,22.69,3.41,1.31,10932.70,2
2016,5,31,31/05/16,22.6,3.4,1.32,10908.07,3
2016,6,1,01/06/16,22.65,3.41,1.31,10934.62,4
2016,6,2,02/06/16,22.76,3.43,1.31,10986.77,5
2016,6,3,03/06/16,22.77,3.43,1.31,10992.21,6
2016,6,6,06/06/16,22.71,3.42,1.31,10972.45,2
2016,6,7,07/06/16,22.69,3.44,1.3,11059.93,3
2016,6,8,08/06/16,22.71,3.45,1.3,11068.75,4
2016,6,9,09/06/16,22.52,3.42,1.31,10986.64,5
2016,6,10,10/06/16,22.43,3.38,1.28,10941.70,6
2016,6,13,13/06/16,22.26,3.36,1.29,10862.06,2
2016,6,14,14/06/16,22.26,3.36,1.29,10859.76,3
2016,6,15,15/06/16,22.53,3.4,1.27,10990.64,4
2016,6,16,16/06/16,22.35,3.37,1.28,10913.97,5
2016,6,17,17/06/16,22.43,3.36,1.28,10953.44,6
2016,6,20,20/06/16,22.62,3.39,1.27,11045.03,2
2016,6,21,21/06/16,22.56,3.38,1.27,11020.11,3
2016,6,22,22/06/16,22.52,3.37,1.27,11000.82,4
2016,6,23,23/06/16,22.7,3.4,1.26,11091.16,5
2016,6,24,24/06/16,22.2,3.29,1.28,10847.29,6
2016,6,27,27/06/16,22.22,3.29,1.28,10855.50,2
2016,6,28,28/06/16,22.31,3.3,1.28,10899.91,3
2016,6,29,29/06/16,22.52,3.33,1.26,11009.02,4
2016,6,30,30/06/16,22.75,3.37,1.25,11121.39,5
2016,7,1,01/07/16,22.86,3.38,1.25,11175.85,6
2016,7,4,04/07/16,22.98,3.4,1.24,11233.09,2
2016,7,5,05/07/16,22.88,3.39,1.24,11186.41,3
2016,7,7,07/07/16,22.89,3.39,1.24,11192.11,5
2016,7,8,08/07/16,22.85,3.38,1.25,11172.39,6
2016,7,11,11/07/16,23.25,3.44,1.23,11366.82,2
2016,7,12,12/07/16,23.37,3.46,1.22,11438.19,3
2016,7,13,13/07/16,23.37,3.46,1.22,11436.09,4
2016,7,14,14/07/16,23.49,3.48,1.21,11497.65,5
2016,7,15,15/07/16,23.43,3.47,1.21,11474.04,6
2016,7,18,18/07/16,23.34,3.46,1.22,11431.25,2
2016,7,19,19/07/16,23.39,3.46,1.22,11457.95,3
2016,7,20,20/07/16,23.49,3.48,1.21,11508.07,4
2016,7,21,21/07/16,23.34,3.46,1.22,11435.64,5
2016,7,22,22/07/16,23.43,3.47,1.21,11477.47,6
2016,7,25,25/07/16,23.69,3.44,1.23,11606.29,2
2016,7,26,26/07/16,23.56,3.39,1.28,11545.78,3
2016,7,27,27/07/16,23.63,3.4,1.27,11579.64,4
2016,7,28,28/07/16,23.69,3.42,1.26,11652.18,5
2016,7,29,29/07/16,23.62,3.38,1.27,11614.80,6
2016,8,1,01/08/16,23.61,3.38,1.27,11612.19,2
2016,8,2,02/08/16,23.58,3.38,1.27,11594.65,3
2016,8,3,03/08/16,23.36,3.35,1.28,11489.74,4
2016,8,4,04/08/16,23.38,3.35,1.28,11498.13,5
2016,8,5,05/08/16,23.74,3.4,1.26,11675.68,6
2016,8,8,08/08/16,23.82,3.41,1.26,11713.58,2
2016,8,9,09/08/16,23.73,3.4,1.26,11669.70,3
2016,8,10,10/08/16,23.44,3.36,1.28,11532.49,4
2016,8,11,11/08/16,23.49,3.34,1.26,11555.84,5
2016,8,12,12/08/16,23.71,3.36,1.24,11663.43,6
2016,8,16,16/08/16,23.63,3.35,1.25,11623.61,3
2016,8,17,17/08/16,23.58,3.34,1.25,11598.72,4
2016,8,18,18/08/16,23.71,3.36,1.24,11670.37,5
2016,8,19,19/08/16,23.7,3.31,1.25,11661.82,6
2016,8,22,22/08/16,23.59,3.3,1.25,11611.02,2
2016,8,23,23/08/16,23.73,3.3,1.25,11615.70,3
2016,8,24,24/08/16,23.78,3.31,1.25,11639.48,4
2016,8,25,25/08/16,23.62,3.29,1.26,11561.34,5
2016,8,26,26/08/16,23.5,3.27,1.25,11534.92,6
2016,8,29,29/08/16,23.6,3.29,1.24,11581.83,2
2016,8,30,30/08/16,23.97,3.34,1.22,11766.04,3
2016,8,31,31/08/16,24.09,3.36,1.22,11826.19,4
2016,9,1,01/09/16,24.06,3.35,1.22,11810.69,5
2016,9,2,02/09/16,24.15,3.36,1.22,11857.76,6
2016,9,6,06/09/16,24.52,3.42,1.2,12037.72,3
2016,9,7,07/09/16,24.45,3.4,1.2,12005.43,4
2016,9,8,08/09/16,24.54,3.41,1.2,12055.60,5
2016,9,9,09/09/16,24.31,3.38,1.21,11940.12,6
2016,9,12,12/09/16,23.89,3.32,1.23,11737.00,2
2016,9,14,14/09/16,23.92,3.33,1.23,11751.93,4
2016,9,15,15/09/16,23.97,3.33,1.23,11774.90,5
2016,9,16,16/09/16,24.07,3.34,1.26,11825.12,6
2016,9,19,19/09/16,24.15,3.34,1.25,11863.61,2
2016,9,20,20/09/16,24.06,3.33,1.26,11819.83,3
2016,9,21,21/09/16,24.11,3.33,1.26,11821.52,4
2016,9,22,22/09/16,24.34,3.37,1.25,11943.44,5
2016,9,23,23/09/16,24.24,3.35,1.25,11895.07,6
2016,9,26,26/09/16,23.94,3.31,1.27,11748.91,2
2016,9,27,27/09/16,23.9,3.3,1.27,11726.49,3
2016,9,28,28/09/16,23.97,3.32,1.27,11778.71,4
2016,9,29,29/09/16,23.51,3.26,1.29,11571.40,5
2016,9,30,30/09/16,23.4,3.27,1.29,11598.22,6
2016,10,3,03/10/16,23.8,3.31,1.27,11769.16,2
2016,10,4,04/10/16,23.95,3.33,1.26,11811.04,3
2016,10,5,05/10/16,23.43,3.32,1.27,11777.10,4
2016,10,6,06/10/16,23.52,3.3,1.27,11730.75,5
2016,10,7,07/10/16,23.49,3.29,1.27,11714.65,6
2016,10,10,10/10/16,23.34,3.3,1.27,11729.75,2
2016,10,13,13/10/16,23.16,3.25,1.29,11547.30,5
2016,10,14,14/10/16,22.98,3.25,1.29,11560.81,6
2016,10,17,17/10/16,23,3.23,1.3,11475.97,2
2016,10,18,18/10/16,23.22,3.29,1.28,11688.13,3
2016,10,19,19/10/16,23.35,3.28,1.28,11662.81,4
2016,10,20,20/10/16,23.46,3.3,1.27,11717.04,5
2016,10,21,21/10/16,23.23,3.29,1.27,11716.57,6
2016,10,24,24/10/16,23.27,3.3,1.27,11739.24,2
2016,10,25,25/10/16,23.23,3.29,1.27,11715.45,3
2016,10,26,26/10/16,23.3,3.26,1.28,11612.99,4
2016,10,27,27/10/16,23.28,3.26,1.28,11614.18,5
2016,10,28,28/10/16,23.34,3.27,1.28,11644.89,6
2016,10,30,30/10/16,23.31,3.27,1.28,11628.32,1
2016,11,1,01/11/16,23.31,3.27,1.28,11631.33,3
2016,11,2,02/11/16,23.01,3.23,1.3,11479.94,4
2016,11,3,03/11/16,22.93,3.21,1.3,11443.72,5
2016,11,4,04/11/16,22.73,3.19,1.31,11374.71,6
2016,11,7,07/11/16,22.67,3.22,1.3,11460.08,2
2016,11,8,08/11/16,22.57,3.24,1.3,11522.76,3
2016,11,9,09/11/16,22.48,3.19,1.31,11372.35,4
2016,11,10,10/11/16,22.7,3.23,1.3,11498.79,5
2016,11,11,11/11/16,22.02,3.14,1.33,11189.30,6
2016,11,15,15/11/16,21.37,3.07,1.36,10935.99,3
2016,11,16,16/11/16,21.62,3.07,1.36,10940.23,4
2016,11,17,17/11/16,21.49,3.06,1.37,10897.55,5
2016,11,18,18/11/16,21.41,3.06,1.37,10889.64,6
2016,11,21,21/11/16,21.19,3,1.4,10694.09,2
2016,11,22,22/11/16,21.38,3.03,1.38,10792.82,3
2016,11,23,23/11/16,21.47,3.04,1.38,10834.59,4
2016,11,24,24/11/16,21.29,3.02,1.39,10743.28,5
2016,11,25,25/11/16,21.52,3.08,1.36,10943.99,6
2016,11,28,28/11/16,21.55,3.08,1.36,10960.97,2
2016,11,29,29/11/16,21.43,3.09,1.36,10981.54,3
2016,11,30,30/11/16,21.61,3.12,1.34,11092.59,4
2016,12,1,01/12/16,21.53,3.11,1.35,11050.00,5
2016,12,2,02/12/16,21.25,3.07,1.37,10906.86,6
2016,12,5,05/12/16,21.34,3.08,1.36,10963.49,2
2016,12,6,06/12/16,21.56,3.09,1.36,10982.89,3
2016,12,7,07/12/16,21.28,3.07,1.36,10927.43,4
2016,12,8,08/12/16,21.83,3.13,1.34,11122.75,5
2016,12,9,09/12/16,21.87,3.13,1.34,11142.82,6
2016,12,12,12/12/16,21.45,3.1,1.35,11020.15,2
2016,12,13,13/12/16,21.59,3.12,1.34,11088.99,3
2016,12,14,14/12/16,21.48,3.1,1.35,11035.88,4
2016,12,15,15/12/16,21.41,3.09,1.35,10997.01,5
2016,12,16,16/12/16,21.37,3.09,1.36,10977.91,6
2016,12,19,19/12/16,21.3,3.07,1.36,10930.55,2
2016,12,20,20/12/16,21.24,3.06,1.37,10900.96,3
2016,12,21,21/12/16,21.16,3.06,1.37,10872.49,4
2016,12,22,22/12/16,21.18,3.03,1.38,10761.65,5
2016,12,23,23/12/16,21.39,3.03,1.38,10770.60,6
2016,12,26,26/12/16,21.36,3,1.4,10666.06,2
2016,12,27,27/12/16,21.7,3.05,1.37,10834.12,3
2016,12,28,28/12/16,21.71,3.05,1.37,10836.85,4
2016,12,29,29/12/16,21.89,3.07,1.36,10929.53,5
2016,12,30,30/12/16,21.93,3.1,1.35,11040.41,6
2017,1,2,02/01/17,22.08,3.1,1.35,11031.91,2
2017,1,3,03/01/17,22.12,3.11,1.35,11049.08,3
2017,1,4,04/01/17,21.94,3.11,1.35,11046.76,4
2017,1,5,05/01/17,22.17,3.14,1.33,11159.12,5
2017,1,6,06/01/17,22.09,3.13,1.34,11118.62,6
2017,1,9,09/01/17,22.07,3.12,1.34,11108.20,2
2017,1,10,10/01/17,22.39,3.14,1.33,11179.04,3
2017,1,11,11/01/17,22.42,3.18,1.32,11303.19,4
2017,1,12,12/01/17,22.5,3.19,1.31,11339.04,5
2017,1,13,13/01/17,22.47,3.18,1.31,11329.78,6
2017,1,16,16/01/17,22.5,3.19,1.31,11346.57,2
2017,1,17,17/01/17,22.4,3.18,1.32,11326.62,3
2017,1,18,18/01/17,22.39,3.19,1.31,11352.22,4
2017,1,19,19/01/17,22.44,3.2,1.31,11376.62,5
2017,1,20,20/01/17,22.37,3.17,1.32,11260.99,6
2017,1,23,23/01/17,22.48,3.18,1.32,11319.09,2
2017,1,24,24/01/17,22.64,3.21,1.3,11432.83,3
2017,1,25,25/01/17,22.98,3.26,1.28,11604.09,4
2017,1,27,27/01/17,23,3.28,1.28,11656.00,6
2017,1,30,30/01/17,22.98,3.27,1.28,11644.53,2
2017,1,31,31/01/17,22.86,3.25,1.29,11548.15,3
2017,2,1,01/02/17,23.27,3.3,1.27,11758.63,4
2017,2,2,02/02/17,23.38,3.31,1.26,11784.61,5
2017,2,3,03/02/17,23.29,3.31,1.26,11793.62,6
2017,2,6,06/02/17,23.43,3.34,1.25,11874.73,2
2017,2,7,07/02/17,23.31,3.32,1.26,11832.78,3
2017,2,8,08/02/17,23.28,3.32,1.26,11833.80,4
2017,2,9,09/02/17,23.31,3.33,1.26,11846.42,5
2017,2,10,10/02/17,23.34,3.33,1.26,11866.82,6
2017,2,13,13/02/17,23.15,3.34,1.25,11882.38,2
2017,2,14,14/02/17,23.05,3.33,1.26,11865.43,3
2017,2,15,15/02/17,22.84,3.31,1.27,11776.57,4
2017,2,16,16/02/17,23.08,3.33,1.26,11849.55,5
2017,2,17,17/02/17,23.1,3.34,1.25,11908.56,6
2017,2,20,20/02/17,23.19,3.37,1.24,11986.21,2
2017,2,21,21/02/17,23.27,3.38,1.24,12024.88,3
2017,2,22,22/02/17,23.32,3.38,1.24,12050.54,4
2017,2,23,23/02/17,23.36,3.39,1.24,12067.61,5
2017,2,27,27/02/17,23.21,3.37,1.25,12009.80,2
2017,2,28,28/02/17,23.13,3.37,1.25,11990.44,3
2017,3,1,01/03/17,23.3,3.39,1.24,12079.80,4
2017,3,2,02/03/17,23.11,3.37,1.25,12017.63,5
2017,3,3,03/03/17,23.1,3.37,1.25,12014.70,6
2017,3,6,06/03/17,23.27,3.4,1.24,12103.68,2
2017,3,7,07/03/17,23.23,3.39,1.24,12081.34,3
2017,3,8,08/03/17,23.17,3.38,1.24,12050.77,4
2017,3,9,09/03/17,23.18,3.38,1.24,12056.17,5
2017,3,10,10/03/17,23.2,3.39,1.24,12066.40,6
2017,3,14,14/03/17,23.59,3.44,1.22,12281.22,3
2017,3,15,15/03/17,23.59,3.44,1.22,12278.23,4
2017,3,16,16/03/17,23.77,3.47,1.21,12374.48,5
2017,3,17,17/03/17,23.78,3.47,1.21,12383.04,6
2017,3,20,20/03/17,23.7,3.46,1.22,12338.14,2
2017,3,21,21/03/17,23.68,3.46,1.22,12330.92,3
2017,3,22,22/03/17,23.45,3.42,1.23,12207.85,4
2017,3,23,23/03/17,23.59,3.44,1.22,12283.35,5
2017,3,24,24/03/17,23.65,3.45,1.22,12314.98,6
2017,3,27,27/03/17,23.49,3.43,1.23,12230.63,2
2017,3,28,28/03/17,23.63,3.45,1.22,12305.77,3
2017,3,29,29/03/17,23.74,3.47,1.21,12363.95,4
2017,3,30,30/03/17,23.82,3.48,1.21,12404.41,5
2017,3,31,31/03/17,23.26,3.5,1.25,12406.69,6
2017,4,3,03/04/17,23.42,3.53,1.25,12493.39,2
2017,4,5,05/04/17,23.49,3.54,1.24,12530.31,4
2017,4,6,06/04/17,23.48,3.53,1.24,12525.97,5
2017,4,7,07/04/17,23.32,3.51,1.25,12439.90,6
2017,4,10,10/04/17,23.28,3.5,1.25,12417.07,2
2017,4,11,11/04/17,23.42,3.52,1.25,12492.24,3
2017,4,12,12/04/17,23.33,3.51,1.25,12446.84,4
2017,4,13,13/04/17,23.2,3.49,1.26,12375.68,5
2017,4,17,17/04/17,23.17,3.49,1.26,12360.11,2
2017,4,18,18/04/17,23.08,3.47,1.26,12313.90,3
2017,4,19,19/04/17,23.08,3.47,1.26,12311.67,4
2017,4,20,20/04/17,23.16,3.49,1.26,12356.20,5
2017,4,21,21/04/17,23.12,3.48,1.26,12333.17,6
2017,4,24,24/04/17,23.41,3.52,1.25,12466.46,2
2017,4,25,25/04/17,23.64,3.56,1.23,12586.34,3
2017,4,26,26/04/17,23.75,3.57,1.23,12647.53,4
2017,4,27,27/04/17,23.73,3.57,1.23,12634.41,5
2017,4,28,28/04/17,23.63,3.55,1.23,12582.88,6
2017,5,2,02/05/17,23.66,3.56,1.23,12596.08,3
2017,5,3,03/05/17,23.65,3.56,1.23,12593.58,4
2017,5,4,04/05/17,23.77,3.58,1.23,12659.51,5
2017,5,5,05/05/17,23.59,3.55,1.24,12558.60,6
2017,5,8,08/05/17,23.66,3.56,1.23,12597.50,2
2017,5,9,09/05/17,23.67,3.56,1.23,12601.23,3
2017,5,10,10/05/17,23.89,3.59,1.22,12723.60,4
2017,5,11,11/05/17,23.93,3.6,1.22,12743.99,5
2017,5,12,12/05/17,23.88,3.59,1.22,12714.97,6
2017,5,15,15/05/17,23.99,3.61,1.22,12775.11,2
2017,5,16,16/05/17,24.16,3.63,1.21,12865.56,3
2017,5,17,17/05/17,25.23,3.64,1.2,12883.83,4
2017,5,18,18/05/17,24.91,3.6,1.22,12753.55,5
2017,5,19,19/05/17,24.91,3.6,1.22,12751.43,6
2017,5,22,22/05/17,24.94,3.61,1.22,12765.48,2
2017,5,23,23/05/17,24.8,3.59,1.22,12695.02,3
2017,5,24,24/05/17,24.73,3.58,1.23,12661.62,4
2017,5,25,25/05/17,24.88,3.63,1.21,12863.38,5
2017,5,26,26/05/17,24.32,3.62,1.19,12981.79,6
2017,5,29,29/05/17,24.31,3.62,1.19,12996.61,2
2017,5,30,30/05/17,24.36,3.63,1.19,13023.19,3
2017,5,31,31/05/17,24.35,3.62,1.19,13018.69,4
2017,6,1,01/06/17,24.34,3.62,1.19,13022.35,5
2017,6,2,02/06/17,24.43,3.63,1.18,13072.98,6
2017,6,5,05/06/17,24.45,3.64,1.18,13116.78,2
2017,6,6,06/06/17,24.35,3.63,1.19,13065.33,3
2017,6,7,07/06/17,24.48,3.64,1.18,13101.62,4
2017,6,8,08/06/17,24.43,3.63,1.18,13079.63,5
2017,6,9,09/06/17,24.38,3.64,1.18,13108.12,6
2017,6,12,12/06/17,24.25,3.62,1.19,13037.83,2
2017,6,13,13/06/17,24.27,3.62,1.19,13030.22,3
2017,6,14,14/06/17,24.29,3.62,1.19,13045.44,4
2017,6,15,15/06/17,24.19,3.6,1.19,12992.34,5
2017,6,16,16/06/17,24,3.56,1.11,13005.86,6
2017,6,19,19/06/17,24.37,3.58,1.1,13100.15,2
2017,6,20,20/06/17,24.36,3.58,1.1,13099.92,3
2017,6,21,21/06/17,24.31,3.57,1.11,13072.91,4
2017,6,22,22/06/17,24.49,3.57,1.11,13070.98,5
2017,6,23,23/06/17,24.37,3.54,1.11,12996.30,6
2017,6,27,27/06/17,24.21,3.52,1.12,12910.01,3
2017,6,28,28/06/17,24.15,3.51,1.12,12882.70,4
2017,6,29,29/06/17,24.19,3.52,1.12,12908.13,5
2017,6,30,30/06/17,24.23,3.52,1.12,12932.33,6
2017,7,3,03/07/17,24.47,3.56,1.11,13060.15,2
2017,7,4,04/07/17,24.47,3.56,1.11,13057.86,3
2017,7,5,05/07/17,24.53,3.57,1.11,13091.36,4
2017,7,6,06/07/17,24.62,3.58,1.1,13147.27,5
2017,7,7,07/07/17,24.6,3.58,1.1,13135.35,6
2017,7,10,10/07/17,24.87,3.62,1.09,13278.81,2
2017,7,11,11/07/17,24.91,3.62,1.09,13299.17,3
2017,7,12,12/07/17,24.98,3.63,1.09,13340.24,4
2017,7,13,13/07/17,25.17,3.66,1.08,13452.22,5
2017,7,14,14/07/17,25.12,3.66,1.08,13453.49,6
2017,7,17,17/07/17,25.17,3.67,1.08,13494.64,2
2017,7,18,18/07/17,25.1,3.56,1.06,13374.92,3
2017,7,19,19/07/17,25.28,3.53,1.01,13473.52,4
2017,7,20,20/07/17,25.22,3.52,1.01,13441.11,5
2017,7,21,21/07/17,25.32,3.53,1.01,13498.25,6
2017,7,24,24/07/17,25.45,3.55,1,13569.88,2
2017,7,25,25/07/17,25.45,3.55,1,13567.66,3
2017,7,26,26/07/17,25.57,3.57,1,13644.46,4
2017,7,27,27/07/17,25.56,3.57,1,13646.34,5
2017,7,28,28/07/17,25.56,3.49,0.96,13638.10,6
2017,7,31,31/07/17,25.69,3.51,0.95,13724.19,2
2017,8,1,01/08/17,25.75,3.52,0.95,13775.33,3
2017,8,2,02/08/17,25.63,3.51,0.95,13731.63,4
2017,8,3,03/08/17,25.5,3.49,0.96,13639.66,5
2017,8,4,04/08/17,25.61,3.56,0.96,13711.47,6
2017,8,7,07/08/17,25.67,3.56,0.96,13699.21,2
2017,8,8,08/08/17,25.5,3.53,0.97,13591.81,3
2017,8,9,09/08/17,25.31,3.51,0.97,13495.81,4
2017,8,10,10/08/17,25.06,3.47,0.98,13377.05,5
2017,8,11,11/08/17,24.8,3.43,0.99,13234.20,6
2017,8,14,14/08/17,25.02,3.46,0.98,13347.75,2
2017,8,16,16/08/17,25.28,3.49,0.97,13488.33,4
2017,8,17,17/08/17,25.3,3.5,0.97,13497.69,5
2017,8,18,18/08/17,25.1,3.46,0.97,13407.07,6
2017,8,21,21/08/17,24.99,3.44,0.97,13293.88,2
2017,8,22,22/08/17,25.25,3.44,0.97,13309.14,3
2017,8,23,23/08/17,25.45,3.47,0.96,13427.67,4
2017,8,24,24/08/17,25.47,3.46,0.95,13437.45,5
2017,8,28,28/08/17,25.61,3.48,0.94,13513.48,2
2017,8,29,29/08/17,25.31,3.44,0.95,13354.29,3
2017,8,30,30/08/17,25.54,3.47,0.94,13474.73,4
2017,8,31,31/08/17,25.62,3.49,0.94,13521.03,5
2017,9,1,01/09/17,25.99,3.51,0.93,13598.09,6
2017,9,4,04/09/17,25.83,3.48,0.94,13514.16,2
2017,9,5,05/09/17,25.97,3.5,0.94,13568.38,3
2017,9,6,06/09/17,25.88,3.49,0.94,13519.30,4
2017,9,7,07/09/17,25.89,3.49,0.94,13539.91,5
2017,9,8,08/09/17,25.9,3.47,0.94,13546.57,6
2017,9,11,11/09/17,26.11,3.5,0.93,13646.37,2
2017,9,12,12/09/17,26.26,3.51,0.93,13765.03,3
2017,9,13,13/09/17,26.23,3.51,0.93,13746.30,4
2017,9,14,14/09/17,26.25,3.51,0.93,13756.28,5
2017,9,15,15/09/17,26.24,3.51,0.94,13754.62,6
2017,9,18,18/09/17,26.42,3.53,0.94,13848.34,2
2017,9,19,19/09/17,26.4,3.53,0.94,13840.78,3
2017,9,20,20/09/17,26.39,3.53,0.94,13832.04,4
2017,9,21,21/09/17,26.34,3.52,0.94,13806.60,5
2017,9,22,22/09/17,25.95,3.47,0.95,13591.79,6
2017,9,25,25/09/17,25.71,3.43,0.96,13466.53,2
2017,9,26,26/09/17,25.71,3.43,0.96,13465.07,3
2017,9,27,27/09/17,25.36,3.39,0.98,13279.85,4
2017,9,28,28/09/17,25.44,3.4,0.97,13325.16,5
2017,9,29,29/09/17,25.43,3.35,1.17,13351.99,6
2017,10,3,03/10/17,25.61,3.37,1.16,13448.66,3
2017,10,4,04/10/17,25.75,3.39,1.15,13524.27,4
2017,10,5,05/10/17,25.69,3.38,1.15,13488.48,5
2017,10,6,06/10/17,25.92,3.41,1.14,13612.63,6
2017,10,9,09/10/17,25.95,3.41,1.14,13625.00,2
2017,10,10,10/10/17,26.02,3.42,1.14,13663.44,3
2017,10,11,11/10/17,25.94,3.41,1.14,13619.62,4
2017,10,12,12/10/17,26.22,3.45,1.13,13771.84,5
2017,10,13,13/10/17,26.41,3.47,1.12,13868.70,6
