Year,Month,Date,Calendar Date,P/E,P/B,DIV Yield,NAV,Week Day
2000,1,3,03/01/00,25.91,4.63,0.95,1688.44,2
2000,1,4,04/01/00,26.67,4.76,0.92,1737.75,3
2000,1,5,05/01/00,25.97,4.64,0.95,1692.25,4
2000,1,6,06/01/00,26.32,4.7,0.94,1715.37,5
2000,1,7,07/01/00,26.25,4.69,0.94,1710.81,6
2000,1,10,10/01/00,26.57,4.74,0.93,1731.65,2
2000,1,11,11/01/00,25.59,4.57,0.96,1667.54,3
2000,1,12,12/01/00,26.44,4.72,0.93,1723.01,4
2000,1,13,13/01/00,26.38,4.71,0.93,1719.40,5
2000,1,14,14/01/00,26.41,4.71,0.93,1720.83,6
2000,1,17,17/01/00,26.22,4.68,0.94,1709.01,2
2000,1,18,18/01/00,26.15,4.67,0.94,1703.81,3
2000,1,19,19/01/00,26.6,4.75,0.93,1733.66,4
2000,1,20,20/01/00,26.05,4.65,0.95,1697.87,5
2000,1,21,21/01/00,26.37,4.71,0.93,1718.55,6
2000,1,24,24/01/00,26.26,4.69,0.94,1711.13,2
2000,1,25,25/01/00,25.81,4.61,0.95,1682.28,3
2000,1,27,27/01/00,26.1,4.66,0.94,1700.84,5
2000,1,28,28/01/00,26.02,4.65,0.95,1695.75,6
2000,1,31,31/01/00,25.16,4.49,0.98,1639.66,2
2000,2,1,01/02/00,25.13,4.51,0.98,1643.15,3
2000,2,2,02/02/00,25.75,4.62,0.95,1683.98,4
2000,2,3,03/02/00,25.91,4.65,0.95,1694.48,5
2000,2,4,04/02/00,25.94,4.65,0.94,1696.44,6
2000,2,7,07/02/00,26.54,4.76,0.92,1735.52,2
2000,2,8,08/02/00,26.96,4.83,0.91,1763.25,3
2000,2,9,09/02/00,27.4,4.91,0.93,1792.42,4
2000,2,10,10/02/00,27.75,4.98,0.92,1815.28,5
2000,2,11,11/02/00,28.47,5.11,0.9,1862.80,6
2000,2,14,14/02/00,28.29,5.07,0.9,1850.60,2
2000,2,15,15/02/00,27.19,4.93,0.92,1806.10,3
2000,2,16,16/02/00,27.32,4.95,0.92,1815.17,4
2000,2,17,17/02/00,27.82,5.04,0.9,1848.06,5
2000,2,18,18/02/00,27.43,4.97,0.9,1822.28,6
2000,2,21,21/02/00,28,5.08,0.89,1860.15,2
2000,2,22,22/02/00,27.77,5.03,0.89,1844.82,3
2000,2,23,23/02/00,27.09,4.91,0.92,1799.58,4
2000,2,24,24/02/00,27.66,5.01,0.9,1837.34,5
2000,2,25,25/02/00,27.29,4.95,0.91,1814.48,6
2000,2,28,28/02/00,27.49,4.98,0.9,1827.32,2
2000,2,29,29/02/00,26.36,4.79,0.94,1755.45,3
2000,3,1,01/03/00,27.35,4.96,0.91,1816.87,4
2000,3,2,02/03/00,27.09,4.92,0.91,1799.73,5
2000,3,3,03/03/00,26.47,4.8,0.94,1756.72,6
2000,3,6,06/03/00,26.99,4.89,0.92,1791.20,2
2000,3,7,07/03/00,27.22,4.94,0.91,1806.31,3
2000,3,8,08/03/00,26.64,4.83,1.03,1769.35,4
2000,3,9,09/03/00,26.32,4.77,1.04,1748.01,5
2000,3,10,10/03/00,25.62,4.65,1.07,1701.82,6
2000,3,13,13/03/00,24.95,4.52,1.1,1657.17,2
2000,3,14,14/03/00,25.05,4.54,1.09,1663.91,3
2000,3,15,15/03/00,25.9,4.7,1.06,1720.24,4
2000,3,16,16/03/00,24.97,4.53,1.09,1658.76,5
2000,3,21,21/03/00,24.89,4.51,1.02,1652.81,3
2000,3,22,22/03/00,25.41,4.61,1.03,1688.46,4
2000,3,23,23/03/00,24.83,4.5,1.06,1650.01,5
2000,3,24,24/03/00,25.09,4.55,1.05,1667.16,6
2000,3,27,27/03/00,24.99,4.53,1.05,1660.15,2
2000,3,28,28/03/00,25.08,4.55,1.04,1666.15,3
2000,3,29,29/03/00,25.08,4.55,1.04,1655.16,4
2000,3,30,30/03/00,24.94,4.52,1.05,1645.86,5
2000,3,31,31/03/00,24.6,4.46,1.06,1623.50,6
2000,4,3,03/04/00,24.7,4.48,1.06,1630.20,2
2000,4,4,04/04/00,22.99,4.17,1.14,1516.91,3
2000,4,5,05/04/00,23.09,4.19,1.51,1529.32,4
2000,4,6,06/04/00,23.39,4.24,1.49,1548.83,5
2000,4,7,07/04/00,25.06,4.54,1.39,1659.91,6
2000,4,10,10/04/00,25.96,4.71,1.34,1719.44,2
2000,4,11,11/04/00,25.72,4.71,1.33,1731.86,3
2000,4,12,12/04/00,25.21,4.62,1.47,1699.60,4
2000,4,13,13/04/00,23.98,4.38,1.54,1620.58,5
2000,4,17,17/04/00,21.74,3.91,1.62,1540.44,2
2000,4,18,18/04/00,21.31,3.84,1.66,1509.76,3
2000,4,19,19/04/00,21.07,3.8,1.73,1500.09,4
2000,4,20,20/04/00,21.23,3.83,1.71,1511.51,5
2000,4,24,24/04/00,20.82,3.76,1.75,1481.99,2
2000,4,25,25/04/00,20.39,3.68,1.78,1451.51,3
2000,4,26,26/04/00,21.54,3.89,1.73,1533.98,4
2000,4,27,27/04/00,21.25,3.84,1.75,1513.47,5
2000,4,28,28/04/00,21.1,3.81,1.77,1502.41,6
2000,5,2,02/05/00,20,3.61,1.86,1424.33,3
2000,5,3,03/05/00,19.74,3.56,1.91,1406.07,4
2000,5,4,04/05/00,20.71,3.74,1.82,1474.98,5
2000,5,5,05/05/00,21.33,3.85,1.77,1519.70,6
2000,5,8,08/05/00,20.47,3.7,1.74,1458.42,2
2000,5,9,09/05/00,20.68,3.73,1.72,1472.85,3
2000,5,10,10/05/00,20.57,3.71,1.74,1456.39,4
2000,5,11,11/05/00,19.68,3.55,1.81,1393.78,5
2000,5,12,12/05/00,19.36,3.49,1.84,1370.55,6
2000,5,15,15/05/00,19.54,3.52,1.82,1388.12,2
2000,5,16,16/05/00,19.66,3.54,1.81,1396.24,3
2000,5,17,17/05/00,19.88,3.7,1.79,1401.44,4
2000,5,18,18/05/00,19.44,3.64,1.81,1381.94,5
2000,5,19,19/05/00,19.05,3.57,1.85,1354.80,6
2000,5,22,22/05/00,18.53,3.47,1.89,1317.40,2
2000,5,23,23/05/00,18.4,3.45,1.91,1308.21,3
2000,5,24,24/05/00,20.69,4.09,1.8,1320.50,4
2000,5,25,25/05/00,20.89,4.13,1.79,1333.05,5
2000,5,26,26/05/00,21.35,4.22,1.75,1362.65,6
2000,5,29,29/05/00,21.95,4.34,1.5,1400.79,2
2000,5,30,30/05/00,22.34,4.57,1.47,1436.91,3
2000,5,31,31/05/00,22.96,4.7,1.43,1474.94,4
2000,6,1,01/06/00,22.46,4.52,1.46,1441.34,5
2000,6,2,02/06/00,23.13,4.65,1.42,1484.35,6
2000,6,5,05/06/00,23.38,4.71,1.39,1500.75,2
2000,6,6,06/06/00,23.67,4.76,1.38,1519.07,3
2000,6,7,07/06/00,23.7,4.78,1.39,1528.56,4
2000,6,8,08/06/00,24.25,4.89,1.36,1564.15,5
2000,6,9,09/06/00,24.31,4.9,1.36,1567.94,6
2000,6,12,12/06/00,23.87,4.81,1.36,1539.30,2
2000,6,13,13/06/00,23.74,4.79,1.36,1531.29,3
2000,6,14,14/06/00,23.79,4.77,1.38,1534.35,4
2000,6,15,15/06/00,23.95,4.81,1.37,1544.77,5
2000,6,16,16/06/00,24.48,4.91,1.34,1579.03,6
2000,6,19,19/06/00,24.84,4.98,1.27,1601.95,2
2000,6,20,20/06/00,24.98,5.01,1.26,1610.88,3
2000,6,21,21/06/00,24.45,4.91,1.29,1576.79,4
2000,6,22,22/06/00,24.67,4.95,1.28,1590.80,5
2000,6,23,23/06/00,22.95,4.89,1.29,1573.64,6
2000,6,26,26/06/00,22.63,4.82,1.23,1551.67,2
2000,6,27,27/06/00,22.67,4.83,1.23,1554.51,3
2000,6,28,28/06/00,22.91,4.88,1.27,1572.00,4
2000,6,29,29/06/00,23.26,4.96,1.25,1595.90,5
2000,6,30,30/06/00,22.94,4.89,1.26,1573.55,6
2000,7,3,03/07/00,23.31,4.97,1.09,1599.00,2
2000,7,4,04/07/00,23.56,5.02,1.08,1616.17,3
2000,7,5,05/07/00,23.5,4.86,1.11,1632.54,4
2000,7,6,06/07/00,23.35,4.83,1.11,1622.64,5
2000,7,7,07/07/00,23.37,4.83,1.11,1623.50,6
2000,7,10,10/07/00,23.24,4.81,1.08,1614.99,2
2000,7,11,11/07/00,23.38,4.84,1.08,1624.51,3
2000,7,12,12/07/00,23.61,4.88,1.07,1640.37,4
2000,7,13,13/07/00,23.44,4.85,1.08,1628.87,5
2000,7,14,14/07/00,23.25,4.81,1.09,1615.12,6
2000,7,17,17/07/00,22.78,4.71,1.06,1582.92,2
2000,7,18,18/07/00,22.53,4.66,1.07,1565.22,3
2000,7,19,19/07/00,22.11,4.57,1.09,1536.01,4
2000,7,20,20/07/00,21.93,4.54,1.1,1523.60,5
2000,7,21,21/07/00,21.51,4.45,1.12,1494.77,6
2000,7,24,24/07/00,20.47,4.25,1.17,1408.97,2
2000,7,25,25/07/00,20.96,4.35,1.14,1443.05,3
2000,7,26,26/07/00,20.48,4.25,1.19,1410.64,4
2000,7,27,27/07/00,20.79,4.32,1.18,1431.83,5
2000,7,28,28/07/00,20.72,4.3,1.18,1427.28,6
2000,7,31,31/07/00,20.71,4.3,1.18,1426.26,2
2000,8,1,01/08/00,20.58,4.29,1.19,1419.84,3
2000,8,2,02/08/00,20.66,4.31,1.18,1425.25,4
2000,8,3,03/08/00,20.49,4.27,1.19,1413.85,5
2000,8,4,04/08/00,20.45,4.27,1.19,1410.96,6
2000,8,7,07/08/00,20.33,4.24,1.2,1402.67,2
2000,8,8,08/08/00,20.87,4.35,1.17,1439.91,3
2000,8,9,09/08/00,20.86,4.35,1.18,1439.38,4
2000,8,10,10/08/00,20.09,4.22,1.2,1421.24,5
2000,8,11,11/08/00,19.74,4.15,1.21,1402.78,6
2000,8,14,14/08/00,19.85,4.18,1.18,1410.43,2
2000,8,16,16/08/00,20.35,4.28,1.16,1446.44,4
2000,8,17,17/08/00,20.2,4.25,1.17,1435.68,5
2000,8,18,18/08/00,20.45,4.3,1.16,1453.50,6
2000,8,21,21/08/00,20.62,4.34,1.15,1466.56,2
2000,8,22,22/08/00,20.78,4.37,1.14,1478.28,3
2000,8,23,23/08/00,20.87,4.39,1.13,1483.47,4
2000,8,24,24/08/00,20.89,4.4,1.13,1484.44,5
2000,8,25,25/08/00,20.8,4.38,1.14,1478.33,6
2000,8,28,28/08/00,20.63,4.34,1.06,1466.13,2
2000,8,29,29/08/00,20.58,4.33,1.06,1463.83,3
2000,8,30,30/08/00,20.7,4.36,1.08,1473.02,4
2000,8,31,31/08/00,20.97,4.42,1.06,1492.45,5
2000,9,4,04/09/00,21.69,4.66,1.04,1528.48,2
2000,9,5,05/09/00,21.7,4.66,1.04,1529.01,3
2000,9,6,06/09/00,21.81,4.69,1.12,1537.89,4
2000,9,7,07/09/00,21.88,4.7,1.11,1542.60,5
2000,9,8,08/09/00,22.03,4.73,1.11,1553.64,6
2000,9,11,11/09/00,22.13,4.75,1.1,1560.39,2
2000,9,12,12/09/00,22.3,4.79,1.09,1572.49,3
2000,9,13,13/09/00,22.13,4.75,1.1,1560.17,4
2000,9,14,14/09/00,21.96,4.72,1.11,1548.55,5
2000,9,15,15/09/00,21.53,4.63,1.13,1518.44,6
2000,9,18,18/09/00,20.58,4.42,1.18,1451.10,2
2000,9,19,19/09/00,20.01,4.3,1.22,1411.08,3
2000,9,20,20/09/00,20.4,4.38,1.2,1438.86,4
2000,9,21,21/09/00,20.21,4.34,1.21,1424.88,5
2000,9,22,22/09/00,19.24,4.13,1.27,1356.95,6
2000,9,25,25/09/00,19.64,4.22,1.24,1384.91,2
2000,9,26,26/09/00,19.26,4.14,1.26,1358.50,3
2000,9,27,27/09/00,19.64,4.22,1.24,1384.91,4
2000,9,28,28/09/00,19.24,4.13,1.26,1356.90,5
2000,9,29,29/09/00,19.32,4.15,1.26,1362.52,6
2000,10,3,03/10/00,19.48,4.19,1.25,1373.61,3
2000,10,4,04/10/00,19.72,4.24,1.23,1390.54,4
2000,10,5,05/10/00,19.52,4.19,1.25,1376.56,5
2000,10,6,06/10/00,19.52,4.2,1.25,1376.82,6
2000,10,9,09/10/00,19.26,4.14,1.26,1357.86,2
2000,10,10,10/10/00,18.83,4.04,1.29,1327.48,3
2000,10,11,11/10/00,18.26,3.92,1.33,1287.79,4
2000,10,12,12/10/00,18.33,3.94,1.33,1292.45,5
2000,10,13,13/10/00,18.01,3.83,1.36,1260.84,6
2000,10,16,16/10/00,17.78,3.83,1.36,1259.45,2
2000,10,17,17/10/00,17.51,3.77,1.38,1240.80,3
2000,10,18,18/10/00,17.18,3.7,1.41,1217.18,4
2000,10,19,19/10/00,17.64,3.8,1.37,1249.48,5
2000,10,20,20/10/00,17.72,3.82,1.37,1255.75,6
2000,10,23,23/10/00,17.3,3.73,1.4,1225.70,2
2000,10,24,24/10/00,17.43,3.75,1.39,1234.80,3
2000,10,25,25/10/00,17.9,3.86,1.36,1268.57,4
2000,10,26,26/10/00,17.94,3.86,1.36,1271.14,5
2000,10,27,27/10/00,17.83,3.84,1.36,1262.99,6
2000,10,30,30/10/00,17.65,3.8,1.37,1250.62,2
2000,10,31,31/10/00,17.74,3.82,1.37,1256.62,3
2000,11,1,01/11/00,18.16,3.91,1.34,1286.67,4
2000,11,2,02/11/00,18.52,3.99,1.31,1312.44,5
2000,11,3,03/11/00,18.78,4.04,1.29,1330.87,6
2000,11,6,06/11/00,18.76,4.04,1.27,1328.95,2
2000,11,7,07/11/00,18.85,4.06,1.27,1335.91,3
2000,11,8,08/11/00,19.17,4.13,1.25,1357.41,4
2000,11,9,09/11/00,19.21,4.14,1.25,1360.79,5
2000,11,10,10/11/00,18.75,4.04,1.28,1328.22,6
2000,11,13,13/11/00,18.28,3.94,1.31,1294.46,2
2000,11,14,14/11/00,18.8,4.05,1.27,1331.75,3
2000,11,15,15/11/00,18.87,4.07,1.27,1336.29,4
2000,11,16,16/11/00,18.66,4.02,1.29,1321.50,5
2000,11,17,17/11/00,18.7,4.03,1.28,1324.45,6
2000,11,20,20/11/00,18.72,4.03,1.28,1326.16,2
2000,11,21,21/11/00,18.68,4.03,1.28,1323.38,3
2000,11,22,22/11/00,18.49,3.98,1.3,1309.85,4
2000,11,23,23/11/00,18.4,3.96,1.31,1303.04,5
2000,11,24,24/11/00,18.54,3.99,1.3,1312.90,6
2000,11,27,27/11/00,18.96,4.08,1.27,1342.58,2
2000,11,28,28/11/00,19.26,4.15,1.25,1363.85,3
2000,11,29,29/11/00,19.17,4.13,1.25,1355.28,4
2000,11,30,30/11/00,19.22,4.14,1.25,1358.92,5
2000,12,1,01/12/00,19.34,4.17,1.24,1367.55,6
2000,12,4,04/12/00,19.34,4.17,1.24,1366.91,2
2000,12,5,05/12/00,19.47,4.2,1.23,1376.61,3
2000,12,6,06/12/00,19.68,4.24,1.22,1391.50,4
2000,12,7,07/12/00,19.74,4.25,1.22,1395.73,5
2000,12,8,08/12/00,19.91,4.29,1.21,1407.73,6
2000,12,11,11/12/00,20.19,4.35,1.19,1427.51,2
2000,12,12,12/12/00,20.21,4.36,1.19,1428.79,3
2000,12,13,13/12/00,20.54,4.43,1.17,1451.30,4
2000,12,14,14/12/00,20.47,4.41,1.18,1445.99,5
2000,12,15,15/12/00,19.91,4.29,1.21,1406.61,6
2000,12,18,18/12/00,19.98,4.31,1.19,1411.97,2
2000,12,19,19/12/00,19.88,4.28,1.2,1404.36,3
2000,12,20,20/12/00,19.68,4.24,1.21,1388.02,4
2000,12,21,21/12/00,19.41,4.18,1.23,1368.89,5
2000,12,22,22/12/00,18.87,4.07,1.26,1330.96,6
2000,12,26,26/12/00,18.42,3.97,1.29,1298.81,3
2000,12,27,27/12/00,18.67,4.02,1.27,1316.27,4
2000,12,28,28/12/00,18.98,4.09,1.25,1338.40,5
2000,12,29,29/12/00,19.2,4.14,1.24,1354.05,6
2001,1,1,01/01/01,19.06,4.11,1.25,1344.14,2
2001,1,2,02/01/01,19.33,4.16,1.23,1362.89,3
2001,1,3,03/01/01,19.62,4.23,1.22,1383.80,4
2001,1,4,04/01/01,19.87,4.28,1.2,1401.37,5
2001,1,5,05/01/01,20.17,4.35,1.18,1422.38,6
2001,1,8,08/01/01,19.9,4.29,1.2,1403.09,2
2001,1,9,09/01/01,19.93,4.3,1.2,1405.66,3
2001,1,10,10/01/01,19.56,4.22,1.22,1379.56,4
2001,1,11,11/01/01,19.46,4.19,1.23,1372.17,5
2001,1,12,12/01/01,19.55,4.21,1.22,1378.97,6
2001,1,15,15/01/01,20.85,4.33,1.22,1378.97,2
2001,1,16,16/01/01,20.95,4.35,1.21,1385.73,3
2001,1,17,17/01/01,21.03,4.36,1.21,1390.92,4
2001,1,18,18/01/01,21.16,4.39,1.2,1399.55,5
2001,1,19,19/01/01,21.53,4.47,1.18,1424.36,6
2001,1,22,22/01/01,21.84,4.53,1.17,1444.61,2
2001,1,23,23/01/01,21.96,4.56,1.16,1452.33,3
2001,1,24,24/01/01,22.13,4.59,1.15,1463.85,4
2001,1,25,25/01/01,22.2,4.61,1.15,1468.30,5
2001,1,29,29/01/01,21.74,4.51,1.17,1438.24,2
2001,1,30,30/01/01,22.35,4.64,1.14,1478.59,3
2001,1,31,31/01/01,22.22,4.61,1.15,1470.01,4
2001,2,1,01/02/01,22.02,4.57,1.16,1456.56,5
2001,2,2,02/02/01,22.34,4.64,1.14,1477.68,6
2001,2,5,05/02/01,22.4,4.65,1.14,1481.69,2
2001,2,6,06/02/01,22.47,4.66,1.13,1486.52,3
2001,2,7,07/02/01,22.22,4.61,1.15,1469.05,4
2001,2,8,08/02/01,22.62,4.69,1.13,1495.52,5
2001,2,9,09/02/01,22.78,4.73,1.12,1506.45,6
2001,2,12,12/02/01,22.73,4.71,1.08,1502.70,2
2001,2,13,13/02/01,22.55,4.68,1.09,1490.91,3
2001,2,14,14/02/01,20.89,4.54,1.09,1493.21,4
2001,2,15,15/02/01,21.24,4.61,1.07,1518.24,5
2001,2,16,16/02/01,20.71,4.5,1.09,1480.35,6
2001,2,19,19/02/01,20.76,4.51,1.09,1484.05,2
2001,2,20,20/02/01,20.73,4.51,1.09,1483.03,3
2001,2,21,21/02/01,20.52,4.46,1.1,1468.30,4
2001,2,22,22/02/01,20.3,4.41,1.12,1452.22,5
2001,2,23,23/02/01,19.78,4.3,1.15,1415.09,6
2001,2,26,26/02/01,19.66,4.28,1.15,1406.46,2
2001,2,27,27/02/01,19.41,4.22,1.17,1388.41,3
2001,2,28,28/02/01,20.24,4.4,1.12,1448.26,4
2001,3,1,01/03/01,20.34,4.42,1.11,1455.38,5
2001,3,2,02/03/01,19.57,4.26,1.16,1399.98,6
2001,3,5,05/03/01,19.04,4.14,1.19,1362.58,2
2001,3,7,07/03/01,19.35,4.21,1.17,1382.99,4
2001,3,8,08/03/01,19.38,4.21,1.17,1385.51,5
2001,3,9,09/03/01,18.81,4.09,1.08,1344.68,6
2001,3,12,12/03/01,17.96,3.91,1.13,1283.81,2
2001,3,13,13/03/01,16.86,3.67,1.2,1205.31,3
2001,3,14,14/03/01,17.9,3.89,1.13,1279.79,4
2001,3,15,15/03/01,18.25,3.97,1.11,1304.39,5
2001,3,16,16/03/01,17.89,3.89,1.14,1279.09,6
2001,3,19,19/03/01,17.79,3.87,1.14,1271.75,2
2001,3,20,20/03/01,17.55,3.82,1.16,1254.87,3
2001,3,21,21/03/01,18.1,3.94,1.12,1293.62,4
2001,3,22,22/03/01,17.8,3.87,1.14,1272.66,5
2001,3,23,23/03/01,17.41,3.79,1.12,1244.53,6
2001,3,26,26/03/01,17.41,3.79,1.12,1244.75,2
2001,3,27,27/03/01,17.65,3.84,1.1,1262.16,3
2001,3,28,28/03/01,18.07,3.94,1.08,1292.65,4
2001,3,29,29/03/01,17.91,3.9,1.09,1280.76,5
2001,3,30,30/03/01,17.21,3.75,1.13,1230.49,6
2001,4,2,02/04/01,17.05,3.72,1.14,1219.67,2
2001,4,3,03/04/01,17.22,3.75,1.13,1231.62,3
2001,4,4,04/04/01,17.07,3.72,1.29,1219.77,4
2001,4,6,06/04/01,17.11,3.73,0.84,1222.94,6
2001,4,9,09/04/01,16.94,3.69,0.85,1210.86,2
2001,4,10,10/04/01,15.94,3.56,0.87,1183.71,3
2001,4,11,11/04/01,15.41,3.45,0.9,1144.81,4
2001,4,12,12/04/01,14.73,3.3,0.94,1099.85,5
2001,4,16,16/04/01,15.02,3.37,0.76,1120.99,2
2001,4,17,17/04/01,15.34,3.44,0.74,1145.03,3
2001,4,18,18/04/01,15.86,3.56,0.72,1184.09,4
2001,4,19,19/04/01,16.45,3.69,0.69,1228.14,5
2001,4,20,20/04/01,16.45,3.69,0.62,1227.66,6
2001,4,23,23/04/01,16.53,3.71,0.62,1233.83,2
2001,4,24,24/04/01,16.48,3.69,0.62,1230.13,3
2001,4,25,25/04/01,16.61,3.72,0.63,1240.02,4
2001,4,26,26/04/01,16.38,3.66,0.64,1227.57,5
2001,4,27,27/04/01,14.44,3.15,0.61,1182.01,6
2001,4,30,30/04/01,14.57,3.21,0.6,1207.72,2
2001,5,2,02/05/01,14.63,3.23,0.62,1220.85,4
2001,5,3,03/05/01,15.01,3.19,0.63,1204.58,5
2001,5,4,04/05/01,15.4,3.13,0.6,1213.17,6
2001,5,7,07/05/01,15.46,3.15,0.59,1223.00,2
2001,5,8,08/05/01,15.6,3.17,0.59,1233.46,3
2001,5,9,09/05/01,15.6,3.17,0.61,1234.02,4
2001,5,10,10/05/01,15.55,3.16,0.61,1229.40,5
2001,5,11,11/05/01,15.49,3.15,0.61,1224.63,6
2001,5,14,14/05/01,15.49,3.15,0.61,1224.95,2
2001,5,15,15/05/01,15.55,3.16,0.61,1229.78,3
2001,5,16,16/05/01,15.63,3.18,0.61,1236.14,4
2001,5,17,17/05/01,15.95,3.25,0.6,1261.70,5
2001,5,18,18/05/01,15.92,3.24,0.6,1259.39,6
2001,5,21,21/05/01,15.98,3.23,0.6,1255.79,2
2001,5,22,22/05/01,15.96,3.22,0.6,1254.34,3
2001,5,23,23/05/01,16.11,3.25,0.73,1267.81,4
2001,5,24,24/05/01,16.13,3.24,0.73,1270.77,5
2001,5,25,25/05/01,16.15,3.22,0.73,1263.30,6
2001,5,28,28/05/01,16.4,3.27,0.72,1282.97,2
2001,5,29,29/05/01,16.47,3.28,0.72,1288.62,3
2001,5,30,30/05/01,15.98,3.08,0.8,1266.96,4
2001,5,31,31/05/01,15.8,3.04,0.81,1256.58,5
2001,6,1,01/06/01,15.47,2.95,0.82,1235.22,6
2001,6,4,04/06/01,15.25,2.89,0.84,1212.79,2
2001,6,5,05/06/01,15.08,2.86,0.85,1200.31,3
2001,6,6,06/06/01,15.12,2.87,0.85,1200.42,4
2001,6,7,07/06/01,15.07,2.86,0.85,1196.81,5
2001,6,8,08/06/01,15.26,2.89,0.81,1212.14,6
2001,6,11,11/06/01,15.32,2.91,0.81,1216.98,2
2001,6,12,12/06/01,15.27,2.9,0.81,1212.73,3
2001,6,13,13/06/01,15.3,2.9,0.91,1215.82,4
2001,6,14,14/06/01,15.54,2.88,0.92,1198.32,5
2001,6,15,15/06/01,15.19,2.81,0.92,1171.40,6
2001,6,18,18/06/01,15.07,2.75,0.92,1161.22,2
2001,6,19,19/06/01,15.35,2.79,0.91,1180.98,3
2001,6,20,20/06/01,15.62,2.44,0.97,1182.70,4
2001,6,21,21/06/01,15.59,2.43,0.97,1180.11,5
2001,6,22,22/06/01,15.48,2.42,0.97,1171.98,6
2001,6,25,25/06/01,15.19,2.37,0.99,1149.73,2
2001,6,26,26/06/01,15.61,2.44,0.97,1181.62,3
2001,6,27,27/06/01,15.59,2.43,0.97,1181.08,4
2001,6,28,28/06/01,15.56,2.43,0.97,1178.82,5
2001,6,29,29/06/01,15.76,2.46,0.89,1193.80,6
2001,7,2,02/07/01,15.65,2.44,1.02,1187.42,2
2001,7,3,03/07/01,15.21,2.37,1.05,1154.04,3
2001,7,4,04/07/01,15.19,2.37,1.08,1152.35,4
2001,7,5,05/07/01,15.21,2.37,1.08,1154.35,5
2001,7,6,06/07/01,15.15,2.36,1.12,1150.26,6
2001,7,9,09/07/01,15.07,2.35,1.16,1144.60,2
2001,7,10,10/07/01,15.25,2.38,1.15,1158.15,3
2001,7,11,11/07/01,15.41,2.4,1.14,1170.68,4
2001,7,12,12/07/01,15.72,2.45,1.11,1194.29,5
2001,7,13,13/07/01,15.79,2.46,1.11,1199.64,6
2001,7,16,16/07/01,15.72,2.45,1.11,1194.34,2
2001,7,17,17/07/01,15.69,2.45,1.12,1191.70,3
2001,7,18,18/07/01,15.53,2.42,1.13,1179.65,4
2001,7,19,19/07/01,15.44,2.41,1.13,1173.12,5
2001,7,20,20/07/01,15.33,2.39,1.16,1164.48,6
2001,7,23,23/07/01,15.23,2.38,1.17,1156.86,2
2001,7,24,24/07/01,15.25,2.38,1.17,1158.92,3
2001,7,25,25/07/01,15.13,2.36,1.18,1149.90,4
2001,7,26,26/07/01,14.93,2.33,1.19,1138.23,5
2001,7,27,27/07/01,14.9,2.33,1.15,1136.39,6
2001,7,30,30/07/01,15.04,2.35,1.18,1147.35,2
2001,7,31,31/07/01,15.15,2.37,1.17,1159.68,3
2001,8,1,01/08/01,15.01,2.35,1.18,1149.19,4
2001,8,2,02/08/01,15.05,2.36,1.2,1152.44,5
2001,8,3,03/08/01,15.18,2.38,1.19,1161.74,6
2001,8,6,06/08/01,15.18,2.38,1.21,1162.75,2
2001,8,7,07/08/01,15.14,2.37,1.23,1159.45,3
2001,8,8,08/08/01,15.08,2.36,1.23,1155.01,4
2001,8,9,09/08/01,15.12,2.37,1.23,1157.88,5
2001,8,10,10/08/01,15.31,2.4,1.2,1158.42,6
2001,8,13,13/08/01,15.19,2.38,1.21,1149.61,2
2001,8,14,14/08/01,15.37,2.41,1.19,1163.12,3
2001,8,16,16/08/01,15.42,2.42,1.19,1166.85,5
2001,8,17,17/08/01,15.28,2.39,1.19,1156.31,6
2001,8,20,20/08/01,15.21,2.38,1.2,1150.47,2
2001,8,21,21/08/01,15.28,2.39,1.32,1157.10,3
2001,8,23,23/08/01,15.32,2.4,1.32,1160.24,5
2001,8,24,24/08/01,15.28,2.39,1.34,1157.89,6
2001,8,27,27/08/01,15.37,2.41,1.33,1161.57,2
2001,8,28,28/08/01,15.35,2.4,1.34,1159.51,3
2001,8,29,29/08/01,15.3,2.39,1.37,1156.32,4
2001,8,30,30/08/01,15.25,2.39,1.37,1152.75,5
2001,8,31,31/08/01,15.1,2.36,1.35,1141.48,6
2001,9,3,03/09/01,15.02,2.35,1.38,1135.58,2
2001,9,4,04/09/01,15.02,2.35,1.38,1135.75,3
2001,9,5,05/09/01,14.98,2.34,1.42,1132.64,4
2001,9,6,06/09/01,14.85,2.32,1.54,1124.04,5
2001,9,7,07/09/01,14.84,2.32,1.45,1123.37,6
2001,9,10,10/09/01,14.81,2.32,1.45,1121.42,2
2001,9,11,11/09/01,14.67,2.3,1.47,1110.56,3
2001,9,12,12/09/01,14.14,2.21,1.52,1065.86,4
2001,9,13,13/09/01,13.99,2.19,1.54,1054.46,5
2001,9,14,14/09/01,13.24,2.07,1.62,998.03,6
2001,9,17,17/09/01,12.56,1.97,1.71,946.54,2
2001,9,18,18/09/01,12.96,2.03,1.66,976.87,3
2001,9,19,19/09/01,13.13,2.06,1.65,989.98,4
2001,9,20,20/09/01,12.94,2.03,1.67,975.44,5
2001,9,21,21/09/01,12.3,1.92,1.75,927.03,6
2001,9,24,24/09/01,12.51,1.96,1.72,943.15,2
2001,9,25,25/09/01,12.4,1.94,1.74,934.85,3
2001,9,26,26/09/01,12.58,1.97,1.72,948.20,4
